Date,Team,Relinquished,Notes
2015-08-12,Brewers,,activated from 15-day DL
2015-08-13,Giants,• Norichika Aoki / Nori Aoki,placed on 7-day DL with concussion
2015-08-13,Indians,• Glenn House / T.J. House,placed on 15-day DL with left shoulder inflammation
2015-08-13,Twins,• Phil Hughes,placed on 15-day DL with lower back inflammation
2015-08-13,Yankees,• Diego Moreno,transferred to 60-day DL with right elbow inflammation
2015-08-13,Dodgers,,activated from 15-day DL
2015-08-14,Brewers,• Michael Blazek,placed on 15-day DL with fractured right hand
2015-08-14,Dodgers,• Carlos Frias,transferred to 60-day DL with tightness in lower back
2015-08-14,Dodgers,• Juan Nicasio,placed on 15-day DL with strained left abdominal
2015-08-14,Rockies,• Boone Logan,placed on 15-day DL with left elbow inflammation
2015-08-14,Twins,• Blaine Boyer,placed on 15-day DL with right elbow inflammation
2015-08-14,Cubs,,activated from 15-day DL
2015-08-14,Dodgers,,activated from 60-day DL
2015-08-14,Padres,,activated from 15-day DL
2015-08-14,Rays,,activated from 60-day DL
2015-08-14,Tigers,,activated from 15-day DL
2015-08-14,White Sox,,activated from 15-day DL
2015-08-15,Marlins,• Christian Yelich,placed on 15-day DL with bruised right knee
2015-08-15,Red Sox,• Steven Wright,placed on 7-day DL with concussion
2015-08-15,Rays,,activated from 60-day DL
2015-08-15,Twins,,activated from 15-day DL
2015-08-16,Angels,• C.J. Wilson,transferred to 60-day DL with left elbow inflammation
2015-08-16,Angels,• Cory Rasmus,placed on 15-day DL with strained right forearm
2015-08-16,Angels,• Taylor Featherston,placed on 15-day DL with strained upper back
2015-08-16,Marlins,• David Phelps,placed on 15-day DL with stress fracture in right forearm (out for season)
2015-08-16,White Sox,,activated from 15-day DL
2015-08-17,Cardinals,• Randal Grichuk,placed on 15-day DL with sprained/strained right elbow
2015-08-17,Diamondbacks,,activated from 15-day DL
2015-08-17,Giants,,activated from 15-day DL
2015-08-17,Rockies,,activated from 15-day DL
2015-08-18,Indians,• Chris Johnson (Dalton),placed on 15-day DL with infection in left hand
2015-08-18,Mets,• Bobby Parnell,placed on 15-day DL with right shoulder tendinitis
2015-08-18,Phillies,• Maikel Franco,placed on 15-day DL with fractured left wrist
2015-08-18,Yankees,• Bryan Mitchell,"placed on 7-day DL with concussion, nasal fracture"
2015-08-18,Indians,,activated from 15-day DL
2015-08-19,Athletics,• Ike Davis (Benjamin),placed on 15-day DL with strained left hip
2015-08-19,Brewers,• Tyler Cravy,placed on 15-day DL with right elbow impingement
2015-08-19,Giants,• Hunter Pence,placed on 15-day DL with strained left oblique (out for season)
2015-08-19,Reds,• Billy Hamilton (R.),placed on 15-day DL with sprained capsule in right shoulder
2015-08-19,Reds,• Nathan Adcock / Nate Adcock,"transferred to 60-day DL recovering from ligament replacement (""Tommy John"") surgery on right elbow"
2015-08-19,Rockies,• Michael McKenry,placed on 60-day DL with torn lateral meniscus in right knee
2015-08-19,Twins,• Aaron Hicks,placed on 15-day DL with strained left hamstring
2015-08-19,Braves,,activated from 15-day DL
2015-08-19,Mets,,activated from 60-day DL
2015-08-19,Rangers,,activated from 60-day DL
2015-08-19,Rangers,,activated from 15-day DL
2015-08-20,Diamondbacks,• Jeremy Hellickson,placed on 15-day DL with glute injury / strained left hamstring (CBS S)
2015-08-20,Rangers,• Josh Hamilton,placed on 15-day DL with left knee inflammation
2015-08-20,Rays,• Jake McGee,placed on 15-day DL with torn meniscus in left knee
2015-08-20,Tigers,• Anibal Sanchez,placed on 15-day DL with right rotator cuff inflammation (out for season)
2015-08-20,Tigers,• Daniel Norris,placed on 15-day DL with strained right oblique muscle
2015-08-20,Diamondbacks,,activated from 60-day DL
2015-08-20,Giants,,activated from 7-day DL
2015-08-21,Mariners,• Joe Beimel,placed on 15-day DL with left shoulder inflammation
2015-08-21,Nationals,• Aaron Barrett,transferred to 60-day DL with sprained right elbow
2015-08-21,Nationals,• Tyler Moore (Michael),placed on 15-day DL with sprained left ankle
2015-08-21,Athletics,,activated from 60-day DL
2015-08-21,Pirates,,activated from 15-day DL
2015-08-22,Athletics,• Ike Davis (Benjamin),transferred to 60-day DL with strained left hip
2015-08-22,Mets,• Lucas Duda,placed on 15-day DL with strained lower back
2015-08-22,Athletics,,activated from 60-day DL
2015-08-22,Giants,,activated from 15-day DL
2015-08-23,Orioles,• J.J. Hardy,placed on 15-day DL with strained left groin
2015-08-23,Pirates,• Travis Ishikawa,placed on 15-day DL with strained lower back
2015-08-23,Reds,• Manuel Parra / Manny Parra,placed on 15-day DL with biceps tendinitis in left shoulder
2015-08-23,Pirates,,activated from 15-day DL
2015-08-23,Rockies,,activated from 15-day DL
2015-08-24,Athletics,• Kendall Graveman,placed on 15-day DL with strained left oblique muscle
2015-08-24,Cubs,• Jason Motte,placed on 15-day DL with strained right shoulder (out for season)
2015-08-24,Cubs,• Jorge Soler,placed on 15-day DL with strained left oblique muscle
2015-08-24,Yankees,• C.C. Sabathia,placed on 15-day DL with right knee inflammation
2015-08-24,Diamondbacks,,activated from 15-day DL
2015-08-24,Mets,,activated from 60-day DL
2015-08-24,Orioles,,activated from 15-day DL
2015-08-24,Rockies,,activated from 15-day DL
2015-08-24,Mets,• John Leathersich / Jack Leathersich,"placed on 60-day DL with ligament replacement (""Tommy John"") surgery on elbow"
2015-08-25,Angels,• Johnny Giavotella,placed on 15-day DL with fourth-nerve palsy condition
2015-08-25,Blue Jays,• Michael Saunders,transferred to 60-day DL with left knee inflammation
2015-08-25,Giants,• Jeremy Affeldt,placed on 15-day DL with sublexed patella tendon in left knee
2015-08-25,Indians,• Carlos Carrasco,placed on 15-day DL with right shoulder inflammation
2015-08-25,Marlins,• Kendry Flores,placed on 15-day DL with right shoulder tendinitis (out for season)
2015-08-25,Dodgers,,activated from 15-day DL
2015-08-25,Indians,,activated from 15-day DL
2015-08-25,Marlins,,activated from 15-day DL
2015-08-25,Nationals,,activated from 15-day DL
2015-08-25,Red Sox,,activated from 15-day DL
2015-08-26,Rays,• Curt Casali,placed on 15-day DL with strained left hamstring (out for season)
2015-08-26,Twins,• J.R. Graham,placed on 15-day DL with right elbow (MLB) / shoulder inflammation
2015-08-26,Braves,,activated from 15-day DL
2015-08-26,Twins,,activated from 15-day DL
2015-08-26,Yankees,,activated from 15-day DL
2015-08-26,Rays,• Grayson Garvin,placed on 60-day DL with torn left lat muscle in back
2015-08-27,Rays,• Desmond Jennings,placed on 15-day DL with bruised left knee (out for season)
2015-08-27,Marlins,,activated from 15-day DL
2015-08-28,Dodgers,• Yasiel Puig,placed on 15-day DL with strained right hamstring
2015-08-28,Giants,• Matt Cain,placed on 15-day DL with nerve irritatoin in right elbow
2015-08-28,Nationals,• Denard Span,placed on 15-day DL with hip left inflammation
2015-08-28,Phillies,• Elvis Araujo,placed on 15-day DL with strained left groin
2015-08-28,Red Sox,• Steven Wright,transferred to 15-day DL with concussion (out for season)
2015-08-28,Yankees,,activated from 7-day DL
2015-08-29,Astros,• Jason Castro,placed on 15-day DL with strained right quadricep
2015-08-29,White Sox,• Steven Putnam / Zach Putnam,placed on 15-day DL with strained right groin
2015-08-29,White Sox,,activated from 15-day DL
2015-08-30,Reds,• Brennan Boesch,placed on 15-day DL with bone bruise in right ankle
2015-08-30,Mets,• Wilfredo Tovar,placed on 60-day DL with concussion
2015-08-31,Dodgers,• Enrique Hernandez / Kike Hernandez,placed on 15-day DL with strained left hamstring
2015-08-31,Diamondbacks,,activated from 60-day DL
2015-09-01,Athletics,• Jesse Hahn,transferred to 60-day DL with strained right forearm
2015-09-01,Braves,• Mike Foltynewicz,placed on 15-day DL with illness (costochondritis)
2015-09-01,Nationals,• (Darrell) David Carpenter,transferred to 60-day DL with right shoulder inflammation
2015-09-01,Phillies,• Chad Billingsley,transferred to 60-day DL with strained flexor in right elbow
2015-09-01,Phillies,• Matt Harrison (Reid),transferred to 60-day DL with lower back inflammation
2015-09-01,Royals,• Jason Vargas,"transferred to 60-day DL recovering from ligament replacement (""Tommy John"") surgery on left elbow"
2015-09-01,Angels,,activated from 60-day DL
2015-09-01,Angels,,activated from 15-day DL
2015-09-01,Angels,,activated from 15-day DL
2015-09-01,Angels,,activated from 15-day DL
2015-09-01,Angels,,activated from 15-day DL
2015-09-01,Braves,,activated from 15-day DL
2015-09-01,Cubs,,activated from 15-day DL
2015-09-01,Dodgers,,activated from 15-day DL
2015-09-01,Giants,,activated from 15-day DL
2015-09-01,Giants,,activated from 15-day DL
2015-09-01,Indians,,activated from 15-day DL
2015-09-01,Indians,,activated from 60-day DL
2015-09-01,Mets,,activated from 15-day DL
2015-09-01,Mets,,activated from 60-day DL
2015-09-01,Mets,,activated from 15-day DL
2015-09-01,Mets,,activated from 15-day DL
2015-09-01,Nationals,,activated from 15-day DL
2015-09-01,Orioles,,activated from 15-day DL
2015-09-01,Padres,,activated from 15-day DL
2015-09-01,Pirates,,activated from 15-day DL
2015-09-01,Rangers,,activated from 15-day DL
2015-09-01,Rangers,,activated from 15-day DL
2015-09-01,Rockies,,activated from 15-day DL
2015-09-01,Rockies,,activated from 15-day DL
2015-09-01,Royals,,activated from 15-day DL
2015-09-01,Yankees,,activated from 15-day DL
2015-09-01,Athletics,• A.J. Griffin,placed on 60-day DL with strained right shoulder
2015-09-01,Dodgers,• Josh Ravin,placed on 60-day DL with hernia
2015-09-01,Pirates,• Casey Sadler,placed on 60-day DL with right forearm injury / right elbow discomfort (CBS S)
2015-09-01,Rangers,• Alex Claudio,placed on 60-day DL with strained left groin
2015-09-01,Yankees,• Domingo German,"placed on 60-day DL with ligament replacement (""Tommy John"") surgery on elbow"
2015-09-02,Marlins,• Don Kelly,"transferred to 60-day DL with fractured right ring finger (CBS) / ligament replacement (""Tommy John"") surgery on elbow (MLB)"
2015-09-02,Pirates,• Deolis Guerra,transferred to 60-day DL with left (MLB) / right knee inflammation (S)
2015-09-03,Orioles,• Miguel Gonzalez (Angel),placed on 15-day DL with elbow injury / right shoulder tendinitis (CBS MLB S)
2015-09-03,Nationals,,activated from 15-day DL
2015-09-03,Orioles,,activated from 15-day DL
2015-09-03,Tigers,,activated from 60-day DL
2015-09-04,Indians,• Glenn House / T.J. House,transferred to 60-day DL with left shoulder inflammation
2015-09-04,Phillies,• Elvis Araujo,transferred to 60-day DL with strained left groin
2015-09-04,Yankees,• Mark Teixeira,placed on 15-day DL with bone bruise in right shin (out for season)
2015-09-04,Astros,,activated from 15-day DL
2015-09-04,Cardinals,,activated from 15-day DL
2015-09-04,Mariners,,activated from 15-day DL
2015-09-04,Marlins,,activated from 15-day DL
2015-09-04,Orioles,,activated from 15-day DL
2015-09-04,Padres,• Cory Mazzoni,placed on 60-day DL with strained right shoulder
2015-09-04,Padres,,activated from 60-day DL
2015-09-04,Reds,,activated from 15-day DL
2015-09-04,Rockies,,activated from 60-day DL
2015-09-04,Twins,,activated from 15-day DL
2015-09-05,Red Sox,• Hanley Ramirez (a),placed on 15-day DL with right shoulder fatigue/inflammation (out for season)
2015-09-06,Giants,• Andrew Susac,placed on 60-day DL with sprained right wrist
2015-09-06,Giants,• Tim Lincecum,transferred to 60-day DL with bruised right forearm / surgery on left hip (MLB)
2015-09-06,Brewers,,activated from 15-day DL
2015-09-06,Cardinals,,activated from 15-day DL
2015-09-07,Giants,,activated from 15-day DL
2015-09-07,Mets,,activated from 15-day DL
2015-09-07,Pirates,,activated from 15-day DL
2015-09-07,Rangers,,activated from 15-day DL
2015-09-07,Yankees,• Jacob Lindgren,placed on 60-day DL with surgery on left elbow
2015-09-08,Giants,• Hector Sanchez,placed on 60-day DL with sprained left ankle (MLB) / strained left hamstring (CBC CBS)
2015-09-08,Mariners,• Charlie Furbush,transferred to 60-day DL with left biceps tendinitis / torn left rotator cuff (CBS MLB S)
2015-09-08,Marlins,• Henderson Alvarez,transferred to 60-day DL with surgery on right shoulder
2015-09-08,Cubs,,activated from 15-day DL
2015-09-08,Giants,,activated from 15-day DL
2015-09-08,Indians,,activated from 15-day DL
2015-09-08,Orioles,,activated from 15-day DL
2015-09-08,Red Sox,,activated from 15-day DL
2015-09-08,Reds,,activated from 15-day DL
2015-09-08,Reds,,activated from 15-day DL
2015-09-08,Rockies,,activated from 15-day DL
2015-09-08,Diamondbacks,• Evan Marshall,placed on 60-day DL with fractured skull
2015-09-08,Mets,• Darrell Ceciliani,placed on 60-day DL with strained left hamstring
2015-09-09,Cardinals,,activated from 60-day DL
2015-09-09,Yankees,,activated from 15-day DL
2015-09-10,Athletics,• Evan Scribner,placed on 60-day DL with torn lat mustlce in right shoulder
2015-09-10,Braves,,activated from 60-day DL
2015-09-10,Pirates,,activated from 15-day DL
2015-09-11,Blue Jays,• Devon Travis,transferred to 60-day DL with strained left shoulder
2015-09-11,Red Sox,• Koji Uehara,transferred to 60-day DL with fractured right wrist
2015-09-11,Rockies,• Nick Hundley,placed on 60-day DL with cervical strain
2015-09-11,Twins,,activated from 15-day DL
2015-09-11,Blue Jays,,activated from 60-day DL
2015-09-11,Diamondbacks,,activated from 15-day DL
2015-09-11,Giants,,activated from 15-day DL
2015-09-11,Rays,,activated from 15-day DL
2015-09-11,White Sox,,activated from 15-day DL
2015-09-12,Cardinals,• Cody Stanley,placed on restricted list
2015-09-12,Cardinals,,activated from 60-day DL
2015-09-12,Marlins,,activated from 15-day DL
2015-09-13,Dodgers,,activated from 60-day DL
2015-09-13,Mariners,,activated from 15-day DL
2015-09-14,Astros,• Scott Feldman,placed on 60-day DL with sprained right shoulder
2015-09-14,Padres,• Yonder Alonso,placed on 60-day DL with strained lower back
2015-09-14,Phillies,• Cesar Hernandez (Augusto),placed on 60-day DL with dislocated left thumb
2015-09-15,Braves,,activated from 15-day DL
2015-09-15,Cardinals,,activated from 15-day DL
2015-09-15,Twins,,activated from 15-day DL
2015-09-16,Athletics,• Jesse Chavez,placed on 60-day DL with fractured rib
2015-09-16,Giants,• Joe Panik,placed on 60-day DL with lower back discomfort
2015-09-16,Tigers,,activated from 15-day DL
2015-09-17,Astros,,activated from 15-day DL
2015-09-17,Cubs,,activated from 15-day DL
2015-09-17,Dodgers,,activated from 60-day DL (MLB)
2015-09-18,Dodgers,,activated from 15-day DL
2015-09-18,Rangers,,activated from 15-day DL
2015-09-20,Athletics,• Kendall Graveman,transferred to 60-day DL with strained left oblique muscle
2015-09-21,Pirates,• Jung Ho Kang,placed on 60-day DL with torn MCL in left knee (CBC) / torn lateral meniscus in left knee and fractured left tibia (MLB)
2015-09-22,Brewers,• Jimmy Nelson,placed on 60-day DL with bruised head
2015-09-22,Brewers,• Michael Blazek,transferred to 60-day DL with fractured right hand
2015-09-23,Giants,• Juan Perez (Carlos),placed on 60-day DL with strained left oblique
2015-09-24,Reds,• Billy Hamilton (R.),placed on 15-day DL with sprained right shoulder (out for season)
2015-09-24,Reds,• Kristopher Negron / Kris Negron,placed on 15-day DL with torn labrum in left shoulder
2015-09-24,Orioles,• Dylan Bundy,placed on 60-day DL with strained right shoulder
2015-09-25,Twins,• Logan Darnell,placed on 60-day DL with pneumonia
2015-09-25,Angels,,activated from 15-day DL
2015-09-25,Rays,,activated from 15-day DL
2015-09-25,Twins,,activated from 60-day DL
2015-09-26,Nationals,• Denard Span,transferred to 60-day DL with hip left inflammation
2015-09-26,Nationals,,activated from 60-day DL
2015-09-27,Reds,• Kristopher Negron / Kris Negron,transferred to 60-day DL recovering from surgery to repair torn labrum in left shoulder
2015-09-28,Dodgers,,activated from 15-day DL
2015-09-28,Angels,• Rafael Lopez (Manuel) / Raffy Lopez,placed on 60-day DL with fractured left hand
2015-09-29,Orioles,,activated from 15-day DL
2015-09-30,Cardinals,• Carlos Martinez (Ernesto),placed on 60-day DL with strained right shoulder
2015-09-30,Cardinals,,activated from 60-day DL
2015-10-01,Phillies,,activated from 15-day DL
2015-10-02,Angels,,returned to lineup
2015-10-03,Dodgers,,activated from 15-day DL
2015-10-05,Cubs,,activated from 15-day DL
2015-10-05,Giants,,activated from 15-day DL
2015-10-05,Marlins,,activated from 15-day DL
2015-10-05,Marlins,,activated from 15-day DL
2015-10-05,Marlins,,activated from 15-day DL
2015-10-05,Marlins,,activated from 15-day DL
2015-10-05,Orioles,,activated from 15-day DL (S)
2015-10-05,Padres,,activated from 15-day DL
2015-10-05,Rays,,activated from 15-day DL
2015-10-05,Rays,,activated from 15-day DL
2015-10-05,Red Sox,,activated from 15-day DL
2015-10-05,Red Sox,,activated from 15-day DL
2015-10-05,Reds,,activated from 15-day DL
2015-10-05,Tigers,,activated from 15-day DL
2015-10-05,Tigers,,activated from 15-day DL
2015-10-05,Yankees,,activated from 15-day DL
2015-10-07,Phillies,,activated from 60-day DL
2015-10-14,Rockies,,activated from 60-day DL
2015-10-21,Rangers,,activated from 60-day DL
2015-10-21,Rangers,,activated from 60-day DL
2015-10-21,Dodgers,• Lisalverto Bonilla,placed on 60-day DL with recovering from surgery on right elbow
2015-10-22,Pirates,,activated from 60-day DL
2015-10-22,Rangers,,activated from 60-day DL
2015-10-29,White Sox,,activated from 60-day DL
2015-10-30,Reds,,activated from 60-day DL
2015-10-30,Reds,,activated from 60-day DL
2015-11-02,Blue Jays,,activated from 60-day DL
2015-11-02,Blue Jays,,activated from 60-day DL
2015-11-02,Blue Jays,,activated from 60-day DL
2015-11-02,Brewers,,activated from 60-day DL
2015-11-02,Brewers,,activated from 60-day DL
2015-11-02,Cardinals,,activated from 60-day DL
2015-11-02,Cardinals,,activated from 60-day DL
2015-11-02,Diamondbacks,,activated from 60-day DL
2015-11-02,Diamondbacks,,activated from 60-day DL
2015-11-02,Giants,,activated from 60-day DL
2015-11-02,Giants,,activated from 60-day DL
2015-11-02,Giants,,activated from 60-day DL
2015-11-02,Giants,,activated from 60-day DL
2015-11-02,Giants,,activated from 60-day DL
2015-11-02,Giants,,activated from 60-day DL
2015-11-02,Marlins,,activated from 60-day DL
2015-11-02,Mets,,activated from 60-day DL
2015-11-02,Nationals,,activated from 60-day DL
2015-11-02,Nationals,,activated from 60-day DL
2015-11-02,Orioles,,activated from 60-day DL
2015-11-02,Padres,,activated from 60-day DL
2015-11-02,Padres,,activated from 60-day DL
2015-11-02,Phillies,,activated from 60-day DL
2015-11-02,Phillies,,activated from 60-day DL
2015-11-02,Phillies,,activated from 60-day DL
2015-11-02,Phillies,,activated from 60-day DL
2015-11-02,Phillies,,activated from 60-day DL
2015-11-02,Phillies,,activated from 60-day DL
2015-11-02,Pirates,,activated from 60-day DL
2015-11-02,Reds,,activated from 60-day DL
2015-11-02,Reds,,activated from 60-day DL
2015-11-02,Reds,,activated from 60-day DL
2015-11-02,Reds,,activated from 60-day DL
2015-11-02,Reds,,activated from 60-day DL
2015-11-02,Tigers,,activated from 60-day DL
2015-11-02,Twins,,activated from 60-day DL
2015-11-02,Twins,,activated from 60-day DL
2015-11-02,Yankees,,activated from 60-day DL
2015-11-02,Yankees,,activated from 60-day DL
2015-11-03,Athletics,,activated from 60-day DL
2015-11-03,Athletics,,activated from 60-day DL
2015-11-03,Athletics,,activated from 60-day DL
2015-11-03,Athletics,,activated from 60-day DL
2015-11-03,Athletics,,activated from 60-day DL
2015-11-03,Athletics,,activated from 60-day DL
2015-11-03,Athletics,,activated from 60-day DL
2015-11-03,Mets,,activated from 60-day DL
2015-11-03,Mets,,activated from 60-day DL
2015-11-03,Mets,,activated from 60-day DL
2015-11-03,Mets,,activated from 60-day DL
2015-11-03,Mets,,activated from 60-day DL
2015-11-03,Mets,,activated from 60-day DL
2015-11-03,Mets,,activated from 60-day DL
2015-11-03,Nationals,,activated from 60-day DL
2015-11-03,Nationals,,activated from 60-day DL
2015-11-03,Nationals,,activated from 60-day DL
2015-11-04,Braves,,activated from 60-day DL
2015-11-04,Braves,,activated from 60-day DL
2015-11-04,Braves,,activated from 60-day DL
2015-11-04,Braves,,activated from 60-day DL
2015-11-04,Braves,,activated from 60-day DL
2015-11-04,Marlins,,activated from 60-day DL
2015-11-04,Marlins,,activated from 60-day DL
2015-11-04,Padres,,activated from 60-day DL
2015-11-04,Padres,,activated from 60-day DL
2015-11-04,Padres,,activated from 60-day DL
2015-11-04,Rays,,activated from 60-day DL
2015-11-04,Yankees,,activated from 60-day DL
2015-11-04,Yankees,,activated from 60-day DL
2015-11-04,Yankees,,activated from 60-day DL
2015-11-04,Yankees,,activated from 60-day DL
2015-11-05,Astros,,activated from 60-day DL
2015-11-05,Astros,,activated from 60-day DL
2015-11-05,Astros,,activated from 60-day DL
2015-11-05,Mariners,,activated from 60-day DL
2015-11-05,Royals,,activated from 60-day DL
2015-11-05,Royals,,activated from 60-day DL
2015-11-05,Royals,,activated from 60-day DL
2015-11-06,Pirates,,activated from 60-day DL
2015-11-06,Angels,,activated from 60-day DL
2015-11-06,Angels,,activated from 60-day DL
2015-11-06,Angels,,activated from 60-day DL
2015-11-06,Cardinals,,activated from 60-day DL (CBC)
2015-11-06,Dodgers,,activated from 60-day DL
2015-11-06,Dodgers,,activated from 60-day DL
2015-11-06,Dodgers,,activated from 60-day DL
2015-11-06,Dodgers,,activated from 60-day DL
2015-11-06,Dodgers,,activated from 60-day DL
2015-11-06,Indians,,activated from 60-day DL
2015-11-06,Indians,,activated from 60-day DL
2015-11-06,Pirates,,activated from 60-day DL
2015-11-06,Pirates,,activated from 60-day DL
2015-11-06,Pirates,,activated from 60-day DL
2015-11-06,Rangers,,activated from 60-day DL
2015-11-06,Rangers,,activated from 60-day DL
2015-11-06,Rangers,,activated from 60-day DL
2015-11-06,Rays,,activated from 60-day DL
2015-11-06,Rays,,activated from 60-day DL
2015-11-06,Rays,,activated from 60-day DL
2015-11-06,Red Sox,,activated from 60-day DL
2015-11-06,Red Sox,,activated from 60-day DL
2015-11-06,Red Sox,,activated from 60-day DL
2015-11-06,Red Sox,,activated from 60-day DL
2015-11-06,Red Sox,,activated from 60-day DL
2015-11-06,Rockies,,activated from 60-day DL
2015-11-06,Rockies,,activated from 60-day DL
2015-11-06,Rockies,,activated from 60-day DL
2015-11-06,Rockies,,activated from 60-day DL
2015-11-06,Rockies,,activated from 60-day DL
2015-11-13,Dodgers,,"""activated"""
2015-12-02,Cardinals,,activated from restricted list
2016-02-18,Rays,• Chase Whitley,"placedon 60-day DL recovering from ligament replacement (""Tommy John"") surgery on right elbow"
2016-02-18,Rockies,• Adam Ottavino,"placed on 60-day DL recovering from ligament replacement (""Tommy John"") surgery on right elbow"
2016-02-19,Dodgers,• Brandon McCarthy,"placed on 60-day DL recovering from ligament replacement (""Tommy John"") surgery on right elbow"
2016-02-19,Royals,• Jason Vargas,placed on 60-day DL recovering from surgery on left elbow
2016-02-20,Braves,• Steven Rodriguez (F.) / Paco Rodriguez,"placed on 60-day DL recovering from ligament replacement (""Tommy John"") surgery on elbow"
2016-02-20,Dodgers,• Francelis Montas / Frankie Montas,placed on 60-day DL recovering from surgery for rib resection
2016-02-23,Rockies,• Jose Reyes (Bernabe),placed on restricted list
2016-02-25,Cubs,• Zac Rosscup,placed on 60-day DL with left shoulder inflammation
2016-02-26,Indians,• Abraham Almonte (b. 1989-06-27),placed on restricted list
